month,days,green,red,day_wr_pct,picks,best_day,worst_day,pnl,cum_pnl,intra_dd
2025-01,3,0,2,0.0,4,0.0,-225.7703441739051,-371.85382017390486,-371.85382017390486,-225.77034417390507
2025-02,4,1,2,25.0,4,438.2268440639998,-102.8558684895236,265.38147472233305,-106.47234545157181,-69.98950085214315
2025-03,2,1,0,50.0,2,81.50797653592022,0.0,81.50797653592022,-24.96436891565159,0.0
2025-04,1,1,0,100.0,1,179.17681407999982,179.17681407999982,179.17681407999982,154.21244516434822,0.0
2025-05,2,2,0,100.0,2,566.8328269042202,328.2965019935993,895.1293288978195,1049.3417740621678,0.0
2025-06,3,1,1,33.33333333333333,4,172.34200311428606,-33.015873600000006,139.32612951428604,1188.667903576454,-33.01587360000002
2025-07,2,0,1,0.0,2,0.0,-13.292517333332999,-13.292517333332999,1175.3753862431208,-13.292517333332999
2025-08,2,1,0,50.0,2,157.91378444799994,0.0,157.91378444799994,1333.2891706911207,0.0
2025-09,8,2,5,25.0,9,868.0533074173466,-217.11102058666654,524.3027103980141,1857.5918810891349,-396.23307786666675
2025-10,6,2,2,33.33333333333333,7,549.8352255943205,-87.0696216,994.6551506056541,2852.247031694789,-87.0696216
2025-11,2,1,1,50.0,3,324.34562360000064,-260.6633389599989,63.68228464000174,2915.9293163347907,-260.6633389599989
2025-12,5,1,3,20.0,7,550.5376784000011,-208.0123793866668,-11.841042319998053,2904.0882740147927,-205.5692613333328
2026-01,3,0,3,0.0,3,-32.904904999999836,-131.22809794630305,-223.4385429463019,2680.649731068491,-190.53363794630206
2026-02,4,1,1,25.0,6,181.3391734666672,-218.06121033333332,-36.722036866666116,2643.9276942018246,0.0
2026-03,3,2,1,66.66666666666666,3,1883.0483406733333,-123.5194999999996,2038.2288441666676,4682.156538368492,-123.51949999999965
2026-04,6,1,3,16.666666666666664,6,497.9156127733337,-117.71174701000038,292.8973498504771,4975.053888218969,-188.74109172285756
2026-05,1,0,1,0.0,1,-132.8992012198807,-132.8992012198807,-132.8992012198807,4842.154686999089,0.0
2026-06,7,0,1,0.0,7,0.0,-31.139508146666888,-31.139508146666888,4811.015178852422,-31.139508146666888
2026-07,7,4,3,57.14285714285714,7,447.21508693333345,-148.7614936999998,418.5122638067869,5229.527442659209,-172.2840816999987
2026-08,6,1,3,16.666666666666664,6,140.00499000000022,-118.6875000000003,-105.55305009333266,5123.974392565876,-197.22945209333307
2026-09,2,0,2,0.0,2,-14.849417333333227,-107.24834999999976,-122.09776733333298,5001.876625232543,-14.849417333333221
